customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_group,MonthlyCharges,TotalCharges,spend_bucket,Churn
4291-SHSBH,MALE,0,NO,NO,7,0-1 year,69.55,521.35,Medium,NO
6980-IMXXE,FEMALE,0,YES,YES,69,3+ years,20.2,1412.65,Low,NO
9866-QEVEE,MALE,0,NO,NO,19,1-3 years,86.0,1532.45,High,YES
9897-KXHCM,FEMALE,0,YES,YES,3,0-1 year,80.3,250.05,High,YES
0040-HALCW,MALE,0,YES,YES,54,3+ years,20.4,1090.6,Low,NO
0784-GTUUK,MALE,0,YES,NO,62,3+ years,23.75,1446.8,Low,NO
7979-CORPM,MALE,0,NO,NO,24,1-3 years,90.55,2282.55,High,YES
2294-DMMUS,FEMALE,0,YES,YES,62,3+ years,70.45,4300.45,High,NO
0872-JCPIB,MALE,0,NO,NO,17,1-3 years,65.75,1111.2,Medium,NO
3055-MJDSB,MALE,0,NO,NO,9,0-1 year,24.6,190.1,Low,NO
9091-WTUUY,MALE,0,YES,YES,64,3+ years,69.25,4447.75,Medium,NO
1618-CFHME,FEMALE,0,NO,NO,2,0-1 year,75.9,143.35,High,YES
3165-HDOEW,MALE,0,YES,YES,1,0-1 year,45.85,45.85,Medium,YES
6581-NQCBA,FEMALE,0,YES,NO,16,1-3 years,49.95,810.2,Medium,YES
7115-IRDHS,FEMALE,0,YES,NO,72,3+ years,24.65,1830.05,Low,NO
8496-DMZUK,MALE,0,NO,NO,30,1-3 years,90.4,2820.65,High,NO
2040-VZIKE,FEMALE,0,YES,NO,49,3+ years,100.85,4847.35,High,NO
9068-VPWQQ,MALE,0,YES,NO,61,3+ years,75.35,4729.3,High,NO
0178-SZBHO,MALE,0,YES,YES,47,3+ years,87.2,4017.45,High,NO
0384-RVBPI,MALE,0,NO,NO,20,1-3 years,64.4,1398.6,Medium,NO
1689-MRZQR,MALE,0,YES,YES,34,1-3 years,78.3,2564.3,High,YES
1299-AURJA,FEMALE,0,YES,YES,70,3+ years,24.7,1685.9,Low,NO
4525-VZCZG,MALE,0,NO,YES,54,3+ years,105.85,5826.65,High,NO
1543-LLLFT,MALE,1,YES,NO,61,3+ years,98.3,6066.55,High,NO
5835-BEQEU,MALE,0,NO,NO,3,0-1 year,76.95,228.4,High,YES
2788-CJQAQ,MALE,0,NO,NO,13,1-3 years,19.45,270.2,Low,NO
5565-FILXA,FEMALE,1,NO,NO,16,1-3 years,96.15,1529.2,High,YES
0319-QZTCO,FEMALE,0,YES,YES,3,0-1 year,58.7,168.6,Medium,NO
2120-SMPEX,MALE,0,NO,NO,25,1-3 years,20.15,536.35,Low,NO
0096-FCPUF,MALE,0,NO,NO,30,1-3 years,64.5,1888.45,Medium,NO
0668-OGMHD,FEMALE,0,YES,NO,21,1-3 years,28.5,629.35,Low,NO
5552-ZNFSJ,MALE,0,NO,NO,1,0-1 year,45.3,45.3,Medium,YES
2223-KAGMX,FEMALE,0,NO,NO,15,1-3 years,19.4,289.3,Low,YES
6507-ZJSUR,MALE,1,YES,NO,23,1-3 years,90.45,2117.25,High,NO
9408-HRXRK,FEMALE,0,YES,YES,45,3+ years,105.15,4730.9,High,NO
5593-SUAOO,FEMALE,0,YES,YES,24,1-3 years,83.15,2033.05,High,NO
7321-PKUYW,FEMALE,0,NO,NO,11,0-1 year,90.15,987.95,High,YES
2833-SLKDQ,MALE,0,NO,NO,1,0-1 year,45.05,45.05,Medium,YES
6766-HFKLA,FEMALE,0,YES,NO,56,3+ years,103.2,5744.35,High,NO
7595-EUIVN,FEMALE,0,NO,NO,1,0-1 year,75.8,75.8,High,YES
7617-EYGLW,MALE,0,NO,NO,1,0-1 year,19.45,19.45,Low,NO
2026-TGDHM,FEMALE,0,NO,NO,7,0-1 year,79.3,523.15,High,YES
9220-ZNKJI,FEMALE,1,YES,NO,55,3+ years,88.8,4805.3,High,NO
4030-VPZBD,FEMALE,0,NO,NO,2,0-1 year,30.9,59.05,Medium,YES
2226-ICFDO,FEMALE,0,YES,YES,72,3+ years,85.9,6110.75,High,NO
0723-VSOBE,FEMALE,1,NO,NO,45,3+ years,34.2,1596.6,Medium,NO
5529-GIBVH,FEMALE,0,NO,NO,47,3+ years,20.15,1046.2,Low,NO
4187-CINZD,FEMALE,1,NO,NO,46,3+ years,95.25,4424.2,High,YES
9992-UJOEL,MALE,0,NO,NO,2,0-1 year,50.3,92.75,Medium,NO
4741-WWJQZ,FEMALE,0,YES,NO,2,0-1 year,80.15,194.55,High,NO
6625-UTXEW,FEMALE,0,YES,NO,12,1-3 years,51.25,612.1,Medium,NO
6818-WOBHJ,FEMALE,1,YES,NO,68,3+ years,89.6,6127.6,High,YES
6244-BESBM,MALE,0,YES,YES,69,3+ years,95.2,6671.7,High,NO
1004-NOZNR,MALE,1,NO,YES,56,3+ years,94.8,5264.3,High,NO
1251-STYSZ,FEMALE,1,NO,NO,4,0-1 year,80.25,303.7,High,NO
2612-PHGOX,MALE,0,YES,NO,64,3+ years,76.1,4818.8,High,NO
2408-TZMJL,MALE,0,YES,NO,59,3+ years,110.15,6448.05,High,YES
8480-PPONV,MALE,0,YES,YES,62,3+ years,115.55,7159.05,High,NO
8780-IHCRN,MALE,0,YES,YES,63,3+ years,24.65,1574.5,Low,NO
4598-ZADCK,FEMALE,0,NO,NO,53,3+ years,53.6,2879.2,Medium,NO
1257-SXUXQ,MALE,0,YES,YES,5,0-1 year,19.45,86.05,Low,NO
9681-KYGYB,MALE,1,YES,NO,49,3+ years,88.2,4159.45,High,NO
7182-OVLBJ,FEMALE,0,YES,YES,62,3+ years,101.15,6638.35,High,NO
5095-ETBRJ,FEMALE,0,YES,NO,55,3+ years,56.8,3112.05,Medium,NO
7005-CYUIL,FEMALE,1,YES,NO,71,3+ years,99.4,7168.25,High,NO
4821-WQOYN,FEMALE,0,YES,YES,72,3+ years,20.1,1326.25,Low,NO
4730-AWNAU,MALE,0,YES,YES,36,1-3 years,60.7,2234.55,Medium,NO
3452-FLHYD,MALE,0,YES,NO,25,1-3 years,20.95,495.15,Low,NO
2388-LAESQ,FEMALE,1,YES,NO,72,3+ years,114.85,8317.95,High,NO
9531-NSBMR,FEMALE,0,NO,NO,36,1-3 years,19.25,679.8,Low,NO
6260-ONULR,MALE,0,NO,NO,1,0-1 year,62.8,62.8,Medium,NO
4389-UEFCZ,FEMALE,0,YES,NO,72,3+ years,105.5,7544.0,High,NO
8711-LOBKY,MALE,0,YES,YES,59,3+ years,19.85,1188.25,Low,NO
9134-CEQMF,MALE,1,YES,NO,7,0-1 year,89.5,676.7,High,YES
8985-OOPOS,FEMALE,0,NO,NO,1,0-1 year,74.1,74.1,High,NO
8800-ZKRFW,FEMALE,0,YES,YES,30,1-3 years,107.5,3242.5,High,NO
2616-FLVQC,MALE,0,NO,NO,64,3+ years,19.55,1240.15,Low,NO
9968-FFVVH,MALE,0,NO,NO,63,3+ years,68.8,4111.35,Medium,NO
3108-PCCGG,MALE,1,YES,NO,72,3+ years,84.45,5899.85,High,NO
7993-PYKOF,MALE,0,YES,NO,8,0-1 year,75.0,632.95,High,YES
8390-FESFV,FEMALE,0,NO,NO,62,3+ years,84.5,5193.2,High,NO
3022-BEXHZ,MALE,0,YES,YES,67,3+ years,111.2,7530.8,High,NO
5027-XWQHA,MALE,0,NO,NO,6,0-1 year,44.75,270.95,Medium,YES
6248-TKCQV,FEMALE,0,YES,YES,70,3+ years,80.6,5460.2,High,NO
6729-GDNGC,FEMALE,1,NO,NO,20,1-3 years,80.7,1614.2,High,NO
6198-ZFIOJ,FEMALE,0,NO,NO,5,0-1 year,75.6,402.5,High,NO
5989-OMNJE,FEMALE,0,YES,YES,24,1-3 years,57.6,1367.75,Medium,NO
4566-QVRRW,FEMALE,0,YES,NO,11,0-1 year,44.05,483.7,Medium,YES
1291-CUOCY,MALE,0,YES,NO,72,3+ years,110.6,7962.2,High,NO
9795-SHUHB,FEMALE,0,YES,YES,66,3+ years,58.2,3810.8,Medium,NO
3230-IUALN,FEMALE,0,YES,YES,45,3+ years,81.0,3533.6,High,NO
0042-RLHYP,FEMALE,0,YES,YES,69,3+ years,19.7,1396.9,Low,NO
8519-IMDHU,MALE,1,YES,NO,15,1-3 years,85.6,1345.55,High,YES
4945-RVMTE,FEMALE,0,NO,NO,28,1-3 years,59.55,1646.45,Medium,NO
0201-OAMXR,FEMALE,0,NO,NO,70,3+ years,115.55,8127.6,High,YES
1866-NXPSP,FEMALE,0,NO,NO,36,1-3 years,75.55,2680.15,High,NO
3372-KWFBM,MALE,1,NO,NO,16,1-3 years,86.6,1281.0,High,YES
7831-QGOXH,FEMALE,0,NO,NO,18,1-3 years,85.2,1553.9,High,YES
6393-WRYZE,FEMALE,0,YES,NO,34,1-3 years,97.65,3207.55,High,YES
3941-XTSKM,MALE,0,YES,YES,42,3+ years,45.1,2049.05,Medium,NO
1661-CZBAU,MALE,0,NO,NO,48,3+ years,70.95,3629.2,High,NO
6599-RCLCJ,MALE,0,YES,NO,47,3+ years,109.55,5124.55,High,YES
9831-BPFRI,FEMALE,0,YES,YES,39,3+ years,89.55,3474.45,High,YES
5158-RIVOP,FEMALE,0,YES,YES,11,0-1 year,20.9,202.3,Low,NO
9788-YTFGE,MALE,0,NO,NO,7,0-1 year,19.95,147.5,Low,NO
9277-JOOMO,FEMALE,0,NO,NO,3,0-1 year,24.6,86.35,Low,NO
1907-YLNYW,MALE,0,NO,NO,8,0-1 year,66.7,579.0,Medium,NO
1725-MIMXW,MALE,0,NO,YES,1,0-1 year,19.45,19.45,Low,YES
8947-YRTDV,MALE,0,YES,YES,32,1-3 years,94.8,3131.55,High,NO
3161-ONRWK,MALE,0,YES,YES,60,3+ years,65.85,3928.3,Medium,NO
0114-RSRRW,FEMALE,0,YES,NO,10,0-1 year,19.95,187.75,Low,NO
4565-NLZBV,FEMALE,0,YES,NO,71,3+ years,24.65,1710.15,Low,NO
0031-PVLZI,FEMALE,0,YES,YES,4,0-1 year,20.35,76.35,Low,YES
7206-GZCDC,FEMALE,1,NO,NO,1,0-1 year,69.25,69.25,Medium,YES
6682-VCIXC,FEMALE,0,YES,YES,43,3+ years,51.25,2151.6,Medium,NO
4791-QRGMF,MALE,0,YES,NO,59,3+ years,99.5,5961.1,High,YES
6475-VHUIZ,FEMALE,0,YES,NO,23,1-3 years,54.25,1221.55,Medium,NO
3910-MRQOY,FEMALE,0,YES,NO,72,3+ years,19.4,1496.45,Low,NO
0661-WCQNQ,MALE,0,YES,NO,22,1-3 years,56.25,1292.2,Medium,NO
7537-RBWEA,FEMALE,0,NO,NO,1,0-1 year,25.15,25.15,Low,NO
4656-CAURT,MALE,0,NO,NO,69,3+ years,23.95,1713.1,Low,NO
0121-SNYRK,MALE,0,NO,NO,50,3+ years,35.4,1748.9,Medium,NO
1768-ZAIFU,FEMALE,1,NO,NO,1,0-1 year,25.2,25.2,Low,YES
4671-LXRDQ,MALE,0,NO,NO,2,0-1 year,45.0,96.45,Medium,YES
3733-LSYCE,FEMALE,0,YES,NO,15,1-3 years,75.35,1114.55,High,NO
6265-FRMTQ,MALE,0,NO,NO,31,1-3 years,20.4,609.1,Low,NO
1934-SJVJK,MALE,0,NO,NO,1,0-1 year,20.15,20.15,Low,YES
3838-OZURD,MALE,0,YES,NO,66,3+ years,105.0,7133.25,High,YES
9269-CQOOL,MALE,0,NO,YES,3,0-1 year,54.7,169.45,Medium,YES
2017-CCBLH,FEMALE,0,NO,NO,8,0-1 year,20.0,141.6,Low,NO
7690-KPNCU,MALE,0,YES,YES,64,3+ years,73.05,4688.65,High,NO
0536-BGFMZ,FEMALE,0,YES,NO,28,1-3 years,20.5,563.05,Low,NO
2293-IJWPS,FEMALE,0,YES,NO,57,3+ years,100.75,5985.0,High,NO
2845-HSJCY,FEMALE,0,YES,YES,14,1-3 years,87.25,1258.6,High,YES
5469-NUJUR,MALE,0,NO,NO,19,1-3 years,19.95,373.5,Low,NO
1184-PJVDB,MALE,0,YES,NO,10,0-1 year,79.95,857.2,High,YES
2625-TRCZQ,FEMALE,0,YES,NO,51,3+ years,49.65,2553.35,Medium,NO
4102-HLENU,FEMALE,0,YES,NO,67,3+ years,65.65,4322.85,Medium,NO
7266-GSSJX,MALE,0,YES,YES,11,0-1 year,20.45,250.8,Low,NO
7722-VJRQD,MALE,0,YES,YES,72,3+ years,60.95,4549.05,Medium,NO
7073-QETQY,MALE,0,YES,YES,66,3+ years,20.35,1359.5,Low,NO
9415-DPEWS,FEMALE,0,NO,NO,18,1-3 years,88.35,1639.3,High,YES
5624-RYAMH,FEMALE,0,NO,NO,9,0-1 year,19.5,178.85,Low,NO
0196-JTUQI,FEMALE,0,NO,NO,9,0-1 year,75.2,633.85,High,NO
7130-YXBRO,MALE,0,YES,NO,48,3+ years,111.45,5315.1,High,NO
9272-LSVYH,MALE,0,NO,NO,10,0-1 year,70.15,735.5,High,NO
7943-RQCHR,FEMALE,0,NO,NO,9,0-1 year,94.75,889.9,High,YES
3793-MMFUH,FEMALE,1,NO,NO,13,1-3 years,95.05,1290.0,High,YES
3249-ZPQRG,MALE,0,NO,NO,4,0-1 year,78.45,330.05,High,YES
2568-BRGYX,MALE,0,NO,NO,4,0-1 year,70.2,237.95,High,YES
3084-DOWLE,FEMALE,0,YES,NO,72,3+ years,92.0,6474.4,High,NO
1084-MNSMJ,FEMALE,0,YES,YES,51,3+ years,85.5,4421.95,High,NO
7721-JXEAW,MALE,0,YES,NO,59,3+ years,41.05,2452.7,Medium,YES
7249-WBIYX,MALE,0,YES,NO,10,0-1 year,85.6,813.85,High,YES
4238-HFHSN,MALE,1,YES,NO,61,3+ years,82.15,4904.85,High,NO
6250-CGGUN,MALE,0,NO,NO,54,3+ years,84.4,4484.05,High,NO
5478-JJVZK,FEMALE,0,NO,NO,33,1-3 years,60.9,2033.85,Medium,NO
7596-IIWYC,FEMALE,0,NO,NO,27,1-3 years,20.25,538.2,Low,NO
6567-HOOPW,FEMALE,1,NO,NO,1,0-1 year,79.2,79.2,High,YES
9793-WECQC,MALE,0,NO,NO,23,1-3 years,95.3,2192.9,High,NO
4291-HPAXL,MALE,0,NO,YES,1,0-1 year,19.85,19.85,Low,NO
8999-YPYBV,MALE,0,YES,YES,45,3+ years,84.35,3858.05,High,NO
1839-FBNFR,FEMALE,0,YES,YES,39,3+ years,19.85,854.8,Low,NO
3164-AALRN,MALE,0,NO,NO,5,0-1 year,70.0,347.4,Medium,YES
3071-MVJCD,MALE,0,YES,YES,72,3+ years,82.3,5815.15,High,NO
1697-BCSHV,FEMALE,0,YES,YES,58,3+ years,66.8,3970.4,Medium,NO
0562-KBDVM,FEMALE,0,NO,NO,70,3+ years,44.6,3058.15,Medium,NO
1131-SUEKT,MALE,0,YES,YES,61,3+ years,98.45,6145.2,High,NO
3717-OEAUQ,MALE,0,NO,NO,2,0-1 year,70.7,129.2,High,NO
4538-WNTMJ,FEMALE,0,YES,YES,46,3+ years,24.95,1165.9,Low,NO
3334-CTHOL,FEMALE,0,NO,NO,1,0-1 year,49.95,49.95,Medium,YES
4704-ERYFC,FEMALE,0,YES,NO,22,1-3 years,69.25,1554.0,Medium,YES
9432-RUVSL,FEMALE,0,NO,NO,48,3+ years,102.5,4904.25,High,NO
8060-HIWJJ,MALE,0,NO,NO,64,3+ years,86.55,5632.55,High,NO
7684-XSZIY,MALE,0,YES,YES,72,3+ years,24.3,1643.25,Low,NO
9089-UOWJG,FEMALE,0,YES,YES,12,1-3 years,58.35,740.55,Medium,NO
8621-MNIHH,FEMALE,1,YES,NO,34,1-3 years,94.25,3217.55,High,YES
8039-ACLPL,FEMALE,0,YES,YES,72,3+ years,68.75,4888.2,Medium,NO
9885-AIBVB,MALE,0,YES,NO,29,1-3 years,85.8,2440.25,High,NO
1934-MKPXS,MALE,0,YES,YES,33,1-3 years,20.1,620.55,Low,NO
2592-YKDIF,FEMALE,0,NO,NO,1,0-1 year,20.35,20.35,Low,NO
2272-JKMSI,FEMALE,0,YES,YES,62,3+ years,110.8,6840.95,High,NO
0471-LVHGK,MALE,0,YES,NO,41,3+ years,73.0,3001.2,High,YES
9518-RWHZL,FEMALE,0,NO,NO,64,3+ years,100.05,6254.2,High,YES
8714-CTZJW,FEMALE,0,NO,NO,4,0-1 year,82.85,319.6,High,NO
3569-EDBPQ,FEMALE,0,NO,NO,24,1-3 years,84.35,1938.05,High,NO
3131-NWVFJ,FEMALE,0,YES,YES,14,1-3 years,19.55,294.5,Low,NO
7521-YXVZY,MALE,0,NO,YES,3,0-1 year,19.95,58.3,Low,NO
5419-CONWX,FEMALE,1,NO,NO,4,0-1 year,99.8,442.85,High,YES
6240-EURKS,FEMALE,0,NO,YES,18,1-3 years,35.0,553.0,Medium,YES
2373-NTKOD,MALE,0,NO,NO,8,0-1 year,66.25,546.45,Medium,NO
1970-KKFWL,FEMALE,0,NO,NO,35,1-3 years,23.3,797.1,Low,NO
6960-HVYXR,FEMALE,0,NO,NO,1,0-1 year,76.0,76.0,High,YES
9337-SRRNI,MALE,0,NO,YES,66,3+ years,25.3,1673.8,Low,NO
0895-UADGO,MALE,0,NO,YES,8,0-1 year,44.55,343.45,Medium,NO
5678-VFNEQ,FEMALE,0,YES,NO,71,3+ years,104.1,7412.25,High,NO
5977-CKHON,FEMALE,0,YES,YES,43,3+ years,92.55,4039.0,High,NO
7024-OHCCK,FEMALE,1,NO,NO,2,0-1 year,93.85,170.85,High,YES
2692-BUCFV,MALE,1,NO,NO,29,1-3 years,101.45,2948.6,High,NO
7861-UVUFT,FEMALE,0,YES,NO,15,1-3 years,84.3,1308.4,High,YES
1830-GGFNM,MALE,0,YES,YES,65,3+ years,94.55,6078.75,High,NO
5302-BDJNT,MALE,0,NO,NO,35,1-3 years,95.5,3418.2,High,NO
5223-UZAVK,MALE,0,NO,NO,64,3+ years,100.3,6603.8,High,NO
4859-ZSRDZ,FEMALE,0,YES,YES,58,3+ years,55.5,3166.9,Medium,NO
5651-WYIPH,FEMALE,1,NO,NO,18,1-3 years,49.85,865.75,Medium,NO
9350-VLHMB,MALE,0,YES,YES,67,3+ years,89.55,6373.1,High,NO
3498-LZGQZ,MALE,0,YES,YES,63,3+ years,19.15,1177.05,Low,NO
8785-CJSHH,FEMALE,0,YES,NO,60,3+ years,99.8,5985.75,High,NO
5357-TZHPP,MALE,1,NO,NO,9,0-1 year,84.4,732.5,High,YES
3870-SPZSI,FEMALE,0,YES,YES,70,3+ years,113.05,7869.05,High,NO
0680-DFNNY,MALE,0,YES,NO,15,1-3 years,101.1,1504.05,High,YES
7560-QRBXH,FEMALE,0,NO,YES,48,3+ years,19.95,936.7,Low,NO
7077-XJMET,MALE,0,YES,NO,12,1-3 years,74.15,741.4,High,NO
8752-GHJFU,MALE,1,YES,NO,71,3+ years,92.0,6585.2,High,NO
6896-SRVYQ,MALE,1,NO,NO,44,3+ years,73.85,3122.4,High,NO
7767-UXAGJ,MALE,0,NO,NO,1,0-1 year,50.45,50.45,Medium,YES
4652-ODEVH,MALE,0,YES,YES,45,3+ years,24.45,1088.25,Low,NO
6510-UPNKS,FEMALE,0,NO,NO,23,1-3 years,24.8,615.35,Low,NO
6718-BDGHG,FEMALE,0,YES,NO,43,3+ years,64.85,2908.2,Medium,NO
9046-DQMTP,MALE,0,NO,NO,35,1-3 years,20.75,739.9,Low,NO
6439-LAJXL,MALE,0,YES,NO,9,0-1 year,68.95,593.85,Medium,NO
1571-SAVHK,MALE,0,NO,NO,12,1-3 years,99.95,1132.75,High,YES
9052-VKDUW,FEMALE,1,YES,NO,65,3+ years,109.4,7227.45,High,NO
9546-CQJSU,FEMALE,0,NO,NO,2,0-1 year,91.4,193.6,High,YES
1666-JZPZT,MALE,0,NO,NO,27,1-3 years,49.0,1291.35,Medium,NO
5777-KJIRB,FEMALE,0,NO,NO,40,3+ years,50.25,2023.55,Medium,NO
0506-LVNGN,FEMALE,1,NO,NO,5,0-1 year,75.55,349.65,High,YES
7677-SJJJK,MALE,0,YES,YES,8,0-1 year,19.9,153.95,Low,NO
2480-EJWYP,FEMALE,1,YES,NO,58,3+ years,97.8,5458.8,High,NO
3253-HKOKL,FEMALE,0,YES,YES,52,3+ years,100.3,5244.45,High,NO
7055-HNEOJ,MALE,0,YES,NO,3,0-1 year,55.8,154.55,Medium,NO
5514-YQENT,MALE,0,NO,YES,41,3+ years,111.15,4507.15,High,NO
3211-AAPKX,MALE,0,NO,NO,20,1-3 years,98.55,2031.95,High,NO
8445-DNBAE,MALE,0,NO,YES,1,0-1 year,50.05,50.05,Medium,NO
2951-QOQTK,MALE,0,NO,YES,4,0-1 year,80.8,332.45,High,YES
2958-NHPPS,MALE,0,NO,NO,23,1-3 years,20.85,473.9,Low,NO
6806-YDEUL,FEMALE,1,NO,NO,6,0-1 year,19.5,106.8,Low,NO
1735-XMJVH,MALE,0,YES,YES,8,0-1 year,19.35,152.6,Low,NO
6890-PFRQX,MALE,0,NO,NO,18,1-3 years,69.5,1199.4,Medium,NO
0222-CNVPT,MALE,1,NO,NO,52,3+ years,48.8,2555.05,Medium,NO
5899-OUVKV,MALE,0,NO,NO,31,1-3 years,94.5,2979.2,High,NO
8681-ICONS,MALE,0,YES,YES,29,1-3 years,20.65,654.85,Low,NO
1621-YNCJH,FEMALE,0,YES,NO,36,1-3 years,106.05,3834.4,High,NO
3473-XIIIT,FEMALE,0,YES,NO,16,1-3 years,100.0,1534.75,High,YES
6362-QHAFM,MALE,0,YES,NO,42,3+ years,108.3,4586.15,High,NO
7893-IXHRQ,MALE,0,NO,NO,1,0-1 year,20.55,20.55,Low,YES
3070-BDOQC,FEMALE,0,NO,NO,60,3+ years,99.65,5941.05,High,NO
2952-QAYZF,MALE,0,NO,NO,5,0-1 year,85.3,424.15,High,YES
6234-PFPXL,MALE,0,YES,NO,22,1-3 years,95.9,2234.95,High,NO
9824-QCJPK,MALE,0,YES,NO,36,1-3 years,20.0,666.75,Low,NO
4763-PGDPO,FEMALE,0,NO,NO,4,0-1 year,70.4,281.0,High,YES
4283-IVYCI,MALE,0,NO,NO,9,0-1 year,64.95,547.8,Medium,NO
1866-OBPNR,MALE,0,YES,YES,1,0-1 year,74.6,74.6,High,NO
8205-MQUGY,MALE,0,YES,YES,12,1-3 years,49.2,571.15,Medium,NO
8970-ANWXO,FEMALE,0,NO,NO,23,1-3 years,73.75,1756.6,High,NO
9480-BQJEI,MALE,0,NO,NO,62,3+ years,92.3,5731.45,High,NO
5394-SVGJV,MALE,0,NO,NO,37,3+ years,98.8,3475.55,High,YES
6979-TNDEU,FEMALE,0,NO,NO,8,0-1 year,19.2,156.85,Low,NO
9777-WJJPR,MALE,0,YES,NO,31,1-3 years,88.65,2683.2,High,NO
9283-LZQOH,MALE,0,YES,YES,13,1-3 years,74.4,896.75,High,YES
7079-QRCBC,FEMALE,0,NO,NO,24,1-3 years,98.75,2407.3,High,YES
9495-SKLKD,MALE,0,YES,YES,45,3+ years,95.95,4456.65,High,NO
6048-UWKAL,FEMALE,1,YES,NO,69,3+ years,105.4,6998.95,High,NO
5067-DGXLL,MALE,0,NO,NO,2,0-1 year,20.25,36.8,Low,NO
5469-CTCWN,MALE,0,YES,YES,61,3+ years,106.0,6547.7,High,YES
9851-QXEEQ,MALE,0,NO,NO,41,3+ years,104.7,4346.4,High,YES
6281-FKEWS,FEMALE,0,NO,NO,44,3+ years,49.05,2265.0,Medium,NO
8898-KASCD,MALE,0,NO,NO,39,3+ years,35.55,1309.15,Medium,NO
9242-TKFSV,MALE,0,YES,YES,72,3+ years,65.1,4754.3,Medium,NO
9290-SHCMB,FEMALE,1,NO,NO,13,1-3 years,96.85,1235.55,High,NO
0743-HNPFG,FEMALE,0,YES,YES,51,3+ years,69.75,3562.5,Medium,NO
2277-BKJKN,FEMALE,1,YES,NO,71,3+ years,99.2,7213.75,High,NO
9809-IMGCQ,MALE,1,NO,NO,22,1-3 years,96.7,2082.95,High,YES
5208-HFSBT,FEMALE,0,NO,NO,2,0-1 year,55.05,102.75,Medium,YES
5035-PGZXH,FEMALE,0,NO,NO,56,3+ years,106.8,5914.4,High,NO
8695-WDYEA,MALE,0,NO,NO,1,0-1 year,51.25,51.25,Medium,NO
6543-JXSOO,FEMALE,0,YES,YES,23,1-3 years,57.75,1282.85,Medium,NO
8016-ZMGMO,FEMALE,1,YES,NO,66,3+ years,70.85,4738.85,High,NO
8605-ITULD,FEMALE,0,NO,NO,1,0-1 year,19.55,19.55,Low,NO
3254-YRILK,MALE,1,NO,NO,19,1-3 years,88.2,1775.8,High,YES
6416-YJTTB,MALE,0,NO,NO,11,0-1 year,79.5,795.65,High,NO
2667-WYLWJ,FEMALE,0,YES,YES,8,0-1 year,19.75,145.0,Low,YES
4472-VESGY,FEMALE,0,YES,YES,52,3+ years,98.15,4993.4,High,NO
3195-TQDZX,MALE,0,NO,NO,3,0-1 year,20.25,61.45,Low,NO
3128-YOVTD,FEMALE,0,YES,YES,51,3+ years,79.15,4018.55,High,NO
0529-ONKER,MALE,1,NO,NO,15,1-3 years,75.65,1146.65,High,YES
1728-CXQBE,MALE,1,YES,NO,64,3+ years,94.25,6081.4,High,NO
7041-TXQJH,FEMALE,0,NO,NO,37,3+ years,40.2,1478.85,Medium,NO
5014-GSOUQ,MALE,0,NO,NO,13,1-3 years,19.95,243.65,Low,NO
5724-BIDBU,MALE,0,YES,NO,49,3+ years,55.35,2633.95,Medium,NO
0481-SUMCB,FEMALE,1,NO,NO,45,3+ years,102.15,4735.35,High,NO
1769-GRUIK,FEMALE,0,NO,NO,18,1-3 years,71.1,1247.75,High,NO
5240-IJOQT,MALE,1,NO,NO,1,0-1 year,74.7,74.7,High,YES
8819-WFGGJ,MALE,0,YES,NO,68,3+ years,54.1,3794.5,Medium,NO
7427-AUFPY,MALE,0,NO,NO,54,3+ years,19.65,1008.7,Low,NO
2811-POVEX,FEMALE,1,YES,YES,23,1-3 years,88.45,2130.55,High,NO
1092-GANHU,MALE,0,NO,NO,17,1-3 years,76.65,1313.55,High,YES
7898-PDWQE,MALE,0,YES,NO,71,3+ years,80.4,5727.15,High,NO
9972-EWRJS,FEMALE,0,YES,YES,67,3+ years,19.25,1372.9,Low,NO
9314-IJWSQ,FEMALE,0,YES,YES,14,1-3 years,84.8,1203.9,High,NO
0661-XEYAN,FEMALE,1,NO,NO,1,0-1 year,25.8,25.8,Low,YES
5799-JRCZO,FEMALE,0,NO,YES,63,3+ years,19.5,1215.1,Low,NO
1921-KYSAY,FEMALE,0,NO,NO,41,3+ years,68.6,2877.05,Medium,NO
6198-RTPMF,FEMALE,0,YES,NO,17,1-3 years,92.6,1579.7,High,NO
2924-KHUVI,MALE,0,YES,NO,56,3+ years,100.55,5514.95,High,NO
1925-GMVBW,FEMALE,0,NO,NO,5,0-1 year,20.55,96.1,Low,NO
7881-EVUAD,FEMALE,0,NO,NO,2,0-1 year,42.6,72.4,Medium,YES
6184-DYUOB,FEMALE,0,YES,NO,3,0-1 year,19.6,55.25,Low,NO
9207-ZPANB,MALE,0,NO,NO,37,3+ years,67.45,2443.3,Medium,NO
5766-XQXMQ,FEMALE,0,NO,NO,29,1-3 years,68.85,1970.5,Medium,YES
9327-QSDED,MALE,0,NO,NO,8,0-1 year,43.55,335.4,Medium,NO
1656-DRSMG,FEMALE,0,NO,NO,63,3+ years,109.85,7002.95,High,NO
3012-VFFMN,FEMALE,0,YES,YES,7,0-1 year,20.65,158.95,Low,NO
2984-AFWNC,FEMALE,0,NO,NO,3,0-1 year,95.4,293.15,High,NO
0640-YJTPY,MALE,0,YES,YES,72,3+ years,21.0,1493.75,Low,NO
8096-LOIST,FEMALE,0,NO,NO,19,1-3 years,56.2,1093.4,Medium,NO
9764-REAFF,FEMALE,0,YES,NO,59,3+ years,18.4,1057.85,Low,NO
